# tool: stig_patch_cycle_analyzer.py,,,,,,,,,,,,,
# version: 1.0.0,,,,,,,,,,,,,
# run_ts_utc: 2026-01-21T23:31:33+00:00Z,,,,,,,,,,,,,
# run_id: 20260121_163133,,,,,,,,,,,,,
STIG_NAME,STIG_ID,FILE_NAME,FULL_PATH,STIG_VERSION,STIG_REVISION,BENCHMARK_DATE,VULN_ID,RULE_ID,LEGACY_IDS,CCI_REFS,SEVERITY,WEIGHT,RULE_TITLE
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279040,SV-279040R1171341_RULE,NONE,"'CCI-000381', 'CCI-000197', 'CCI-002385', 'CCI-002422'",MEDIUM,4,ColdFusion must configure WebSocket Service.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279041,SV-279041R1171343_RULE,NONE,'CCI-000381',MEDIUM,4,ColdFusion must have Event Gateway Services disabled when not in use.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279042,SV-279042R1171505_RULE,NONE,'CCI-000381',MEDIUM,4,ColdFusion must have Remote Development Services (RDS) disabled.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279043,SV-279043R1171348_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must have example services removed.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279044,SV-279044R1171508_RULE,NONE,"'CCI-000381', 'CCI-001312'",MEDIUM,4,"ColdFusion must disable all remote and client-side debugging features, including Remote Inspection, Robust Exception Information, AJAX Debug Log Window, and Line Debugging."
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279045,SV-279045R1171287_RULE,NONE,'CCI-000381',MEDIUM,4,ColdFusion must have any unused mappings removed.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279046,SV-279046R1171510_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must have Central Configuration Server (CCS) disabled.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279047,SV-279047R1171513_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must have only approved Tomcat connectors enabled.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279048,SV-279048R1171516_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must have Tomcat configured with deployXML disabled.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279049,SV-279049R1171519_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must be configured with autoDeploy disabled.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279050,SV-279050R1171521_RULE,NONE,"'CCI-000381', 'CCI-001082', 'CCI-001664', 'CCI-001312', 'CCI-001813', 'CCI-002385', 'CCI-002420', 'CCI-002754', 'CCI-000366'",MEDIUM,4,"ColdFusion must be configured with secure and approved server settings to enforce application hardening, input validation, error handling, and protection against common web vulnerabilities."
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279051,SV-279051R1171473_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must have the sample data directories removed.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279052,SV-279052R1171523_RULE,NONE,'CCI-000381',LOW,1,ColdFusion must have the CFSTAT feature disabled when not in use.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279053,SV-279053R1171525_RULE,NONE,'CCI-000381',MEDIUM,4,ColdFusion must disable the In-Memory File System.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279054,SV-279054R1171443_RULE,NONE,'CCI-000382',MEDIUM,4,ColdFusion must restrict unauthorized remote access to the ColdFusion Administrator Console and ensure all ports used are approved and properly secured.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279055,SV-279055R1171527_RULE,NONE,"'CCI-000765', 'CCI-000162', 'CCI-000164', 'CCI-001499', 'CCI-000764', 'CCI-001953', 'CCI-001954', 'CCI-002009', 'CCI-002010', 'CCI-002011', 'CCI-002014', 'CCI-000172', 'CCI-000795', 'CCI-003628'",HIGH,10,ColdFusion must be using an enterprise solution for authentication.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279056,SV-279056R1171606_RULE,NONE,'CCI-001941',MEDIUM,4,Web services using Simple Object Access Protocol (SOAP) to access sensitive data must be secured with WS-Security.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279057,SV-279057R1171529_RULE,NONE,'CCI-000196',MEDIUM,4,ColdFusion must store only encrypted representations of passwords.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279058,SV-279058R1171531_RULE,NONE,'CCI-000197',MEDIUM,4,ColdFusion must transmit only encrypted representations of passwords to NoSQL data sources.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279059,SV-279059R1171533_RULE,NONE,'CCI-000197',MEDIUM,4,ColdFusion must only transmit encrypted representations of passwords to the Solr Server.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279060,SV-279060R1171535_RULE,NONE,"'CCI-000197', 'CCI-002385', 'CCI-000366'",MEDIUM,4,ColdFusion must transmit only encrypted representations of passwords to the mail server.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279061,SV-279061R1171537_RULE,NONE,'CCI-000197',MEDIUM,4,ColdFusion must only transmit encrypted representations of passwords to the caching server.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279062,SV-279062R1171539_RULE,NONE,'CCI-000197',MEDIUM,4,JVM Arguments must be configured for encryption.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279063,SV-279063R1171542_RULE,NONE,"'CCI-000186', 'CCI-000185', 'CCI-002470', 'CCI-002450'",MEDIUM,4,"ColdFusion must be configured to use only DOD-approved keystores and truststores containing certificates issued by a DOD Public Key Infrastructure (PKI) Certificate Authority (CA), and all keystore and truststore files must be protected by file system permissions that prevent unauthorized access or modification."
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279064,SV-279064R1171544_RULE,NONE,'CCI-001082',MEDIUM,4,The ColdFusion Administrator Console must be hosted on a management network.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279065,SV-279065R1171383_RULE,NONE,"'CCI-001082', 'CCI-000366'",MEDIUM,4,ColdFusion must have sandboxes enabled and defined.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279066,SV-279066R1171607_RULE,NONE,'CCI-001082',MEDIUM,4,ColdFusion must separate the hosted application from the web server.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279067,SV-279067R1171547_RULE,NONE,'CCI-001184',MEDIUM,4,ColdFusion must be configured to mutually authenticate connecting proxies and load balancers.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279068,SV-279068R1172825_RULE,NONE,'CCI-001188',HIGH,10,ColdFusion must generate a unique session identifier using a FIPS 140-2/140-3 or higher approved random number generator.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279069,SV-279069R1171551_RULE,NONE,"'CCI-001190', 'CCI-002385'",MEDIUM,4,ColdFusion systems must provide clustering.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279070,SV-279070R1172833_RULE,NONE,"'CCI-001199', 'CCI-000139', 'CCI-001348', 'CCI-001350', 'CCI-001876', 'CCI-001496', 'CCI-001851', 'CCI-001858', 'CCI-003831'",MEDIUM,4,ColdFusion must be configured to support integration with a third-party Security Information and Event Management (SIEM) to support notifications.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279071,SV-279071R1171608_RULE,NONE,'CCI-001312',MEDIUM,4,ColdFusion must have the Tomcat DefaultServlet debug parameter disabled.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279072,SV-279072R1170990_RULE,NONE,"'CCI-001314', 'CCI-000213', 'CCI-000171', 'CCI-002314', 'CCI-000366'",MEDIUM,4,The ColdFusion error messages must be restricted to only authorized users.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279073,SV-279073R1171560_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must set a maximum session timeout value.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279074,SV-279074R1171609_RULE,NONE,'CCI-002314',MEDIUM,4,ColdFusion must control remote access to the Administrator Console.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279075,SV-279075R1171564_RULE,NONE,"'CCI-002314', 'CCI-000366'",HIGH,10,ColdFusion must control remote access to Exposed Services.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279076,SV-279076R1172835_RULE,NONE,'CCI-001849',LOW,1,ColdFusion must allocate log record storage capacity.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279077,SV-279077R1171570_RULE,NONE,'CCI-001890',MEDIUM,4,ColdFusion must record time stamps for log records that can be mapped system time.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279078,SV-279078R1172827_RULE,NONE,'CCI-001991',MEDIUM,4,"For PKI-based authentication, ColdFusion must implement a local cache of revocation data to support path discovery and validation in case of the inability to access revocation information via the network."
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279079,SV-279079R1171576_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must set Request Tuning configurations.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279080,SV-279080R1171402_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the maximum number of threads available for CFTHREAD.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279081,SV-279081R1171481_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the maximum number of Web Service requests.
